Commune,Number of sales,Average registered price per squared meter in €,MinPriceSM,MaxPriceSM,Year,,,,,,,,,,,
Frisange,28,6595.0780000000004,4550,8346,2020,,,,,,,,,,,
Garnich,1,7013.651,3936,11386,2020,,,,,,,,,,,
Goesdorf,7,7013.651,3936,11386,2020,,,,,,,,,,,
Grevenmacher,21,5473.5590000000002,4185,6700,2020,,,,,,,,,,,
Grosbous,8,7013.651,3936,11386,2020,,,,,,,,,,,
Habscht,26,5862.4579999999996,4237,8651,2020,,,,,,,,,,,
Heffingen,6,7013.651,3936,11386,2020,,,,,,,,,,,
Helperknapp,17,5971.5140000000001,3626,9087,2020,,,,,,,,,,,
Hesperange,95,8437.1299999999992,5185,10688,2020,,,,,,,,,,,
Junglinster,17,7131.3580000000002,4823,9155,2020,,,,,,,,,,,
Käerjeng,36,6373.17,4566,8797,2020,,,,,,,,,,,
Kayl,92,6599.31,4452,8556,2020,,,,,,,,,,,
Kehlen,13,7059.8689999999997,4763,9306,2020,,,,,,,,,,,
Kiischpelt,1,7013.651,3936,11386,2020,,,,,,,,,,,
Koerich,5,7013.651,3936,11386,2020,,,,,,,,,,,
Kopstal,17,8606.1759999999995,5395,12743,2020,,,,,,,,,,,
Lac de la Haute-Sûre,1,7013.651,3936,11386,2020,,,,,,,,,,,
Larochette,12,5439.491,4197,6918,2020,,,,,,,,,,,
Lenningen,8,7013.651,3936,11386,2020,,,,,,,,,,,
Leudelange,10,7410.1440000000002,6864,8045,2020,,,,,,,,,,,
Lintgen,16,6329.6840000000002,2779,8385,2020,,,,,,,,,,,
Lorentzweiler,17,7951.777,4718,9795,2020,,,,,,,,,,,
Luxembourg City,465,10263.31,7165,13508,2020,,,,,,,,,,,
Mamer,29,7200.0169999999998,4405,9709,2020,,,,,,,,,,,
Manternach,1,7013.651,3936,11386,2020,,,,,,,,,,,
Mersch,52,6355.4960000000001,3977,8487,2020,,,,,,,,,,,
Mertert,22,5574.4840000000004,3786,6815,2020,,,,,,,,,,,
Mertzig,6,7013.651,3936,11386,2020,,,,,,,,,,,
Mondercange,33,6641.473,3770,8960,2020,,,,,,,,,,,
Mondorf-les-Bains,40,6618.3509999999997,4181,8833,2020,,,,,,,,,,,
Niederanven,4,7013.651,3936,11386,2020,,,,,,,,,,,
Nommern,1,7013.651,3936,11386,2020,,,,,,,,,,,
Parc Hosingen,7,7013.651,3936,11386,2020,,,,,,,,,,,
Petange,168,5862.33,3914,7480,2020,,,,,,,,,,,
Preizerdaul,3,7013.651,3936,11386,2020,,,,,,,,,,,
Putscheid,1,7013.651,3936,11386,2020,,,,,,,,,,,
Rambrouch,7,7013.651,3936,11386,2020,,,,,,,,,,,
Reckange-sur-Mess,5,7013.651,3936,11386,2020,,,,,,,,,,,
Redange,4,7013.651,3936,11386,2020,,,,,,,,,,,
Reisdorf,4,7013.651,3936,11386,2020,,,,,,,,,,,
Remich,38,6173.3639999999996,3670,8346,2020,,,,,,,,,,,
Roeser,46,7563.6080000000002,5785,8886,2020,,,,,,,,,,,
Rosport-Mompach,4,7013.651,3936,11386,2020,,,,,,,,,,,
Rumelange,31,5612.7280000000001,3882,8179,2020,,,,,,,,,,,
Saeul,4,7013.651,3936,11386,2020,,,,,,,,,,,
Sandweiler,22,7509.7309999999998,5661,9003,2020,,,,,,,,,,,
Sanem,101,6184.8940000000002,3921,8214,2020,,,,,,,,,,,
Schengen,29,5799.0169999999998,3965,7885,2020,,,,,,,,,,,
Schieren,8,7013.651,3936,11386,2020,,,,,,,,,,,
Schifflange,110,7321.2709999999997,4947,9592,2020,,,,,,,,,,,
Schuttrange,12,7412.5789999999997,4602,8980,2020,,,,,,,,,,,
Stadtbredimus,16,5737.5079999999998,2780,8678,2020,,,,,,,,,,,
Steinfort,15,6792.9170000000004,5048,9533,2020,,,,,,,,,,,
Steinsel,24,7477.8130000000001,5131,9165,2020,,,,,,,,,,,
Strassen,60,9682.6710000000003,6186,12134,2020,,,,,,,,,,,
Tandel,9,7013.651,3936,11386,2020,,,,,,,,,,,
Troisvierges,9,7013.651,3936,11386,2020,,,,,,,,,,,
Useldange,3,7013.651,3936,11386,2020,,,,,,,,,,,
Vallée de l'Ernz,8,7013.651,3936,11386,2020,,,,,,,,,,,
Vianden,10,4871.424,2929,6840,2020,,,,,,,,,,,
Vichten,7,7013.651,3936,11386,2020,,,,,,,,,,,
Wahl,1,7013.651,3936,11386,2020,,,,,,,,,,,
Waldbillig,5,7013.651,3936,11386,2020,,,,,,,,,,,
Waldbredimus,1,7013.651,3936,11386,2020,,,,,,,,,,,
Walferdange,35,8745.3529999999992,5399,12661,2020,,,,,,,,,,,
Weiler-la-Tour,11,7396.0820000000003,4554,9335,2020,,,,,,,,,,,
Weiswampach,22,4604.1289999999999,4018,5356,2020,,,,,,,,,,,
Wiltz,40,4132.7299999999996,2899,6037,2020,,,,,,,,,,,
Wincrange,2,7013.651,3936,11386,2020,,,,,,,,,,,
Winseler,2,7013.651,3936,11386,2020,,,,,,,,,,,
Wormeldange,14,5848.607,4003,7510,2020,,,,,,,,,,,
National Average,,7013.6509999999998,3936,11386,2020,,,,,,,,,,,
Beaufort,1,7562.748,4202,12055,2021,,,,,,,,,,,
Bech,0,7562.748,4202,12055,2021,,,,,,,,,,,
Beckerich,11,5796.7389999999996,4038,7079,2021,,,,,,,,,,,
Berdorf,12,5610.1629999999996,3125,8048,2021,,,,,,,,,,,
Bertrange,59,10248.5,6372,13850,2021,,,,,,,,,,,
Bettembourg,46,7065.4489999999996,5139,8409,2021,,,,,,,,,,,
Bettendorf,10,5760.2529999999997,4271,7270,2021,,,,,,,,,,,
Betzdorf,6,7562.748,4202,12055,2021,,,,,,,,,,,
Bissen,30,6467.0529999999999,3685,8800,2021,,,,,,,,,,,
Biwer,0,7562.748,4202,12055,2021,,,,,,,,,,,
Boulaide,1,7562.748,4202,12055,2021,,,,,,,,,,,
Bourscheid,3,7562.748,4202,12055,2021,,,,,,,,,,,
Bous,8,7562.748,4202,12055,2021,,,,,,,,,,,
Clervaux,25,4688.47,3028,5680,2021,,,,,,,,,,,
Colmar-Berg,17,6245.7330000000002,3975,7895,2021,,,,,,,,,,,
Consdorf,3,7562.748,4202,12055,2021,,,,,,,,,,,
Contern,15,8232.3119999999999,5449,10530,2021,,,,,,,,,,,
Dalheim,3,7562.748,4202,12055,2021,,,,,,,,,,,
Diekirch,42,6164.7910000000002,3888,7971,2021,,,,,,,,,,,
Differdange,305,6613.5950000000003,4017,8839,2021,,,,,,,,,,,
Dippach,15,7373.3209999999999,5928,9030,2021,,,,,,,,,,,
Dudelange,158,6819.9120000000003,4424,9034,2021,,,,,,,,,,,
Echternach,30,5324.28,3631,6470,2021,,,,,,,,,,,
Ell,11,5850.77,4669,7512,2021,,,,,,,,,,,
Erpeldange-sur-Sûre,9,7562.748,4202,12055,2021,,,,,,,,,,,
Esch-sur-Alzette,311,6477.5360000000001,4159,8849,2021,,,,,,,,,,,
Esch-sur-Sûre,13,5265.06,2819,6935,2021,,,,,,,,,,,
Ettelbruck,55,6120.9660000000003,3931,9259,2021,,,,,,,,,,,
Feulen,3,7562.748,4202,12055,2021,,,,,,,,,,,
Fischbach,3,7562.748,4202,12055,2021,,,,,,,,,,,
Flaxweiler,1,7562.748,4202,12055,2021,,,,,,,,,,,
Frisange,26,6836.0029999999997,5192,8346,2021,,,,,,,,,,,
Garnich,3,7562.748,4202,12055,2021,,,,,,,,,,,
Goesdorf,7,7562.748,4202,12055,2021,,,,,,,,,,,
Grevenmacher,23,6248.8410000000003,4351,8067,2021,,,,,,,,,,,
Grosbous,6,7562.748,4202,12055,2021,,,,,,,,,,,
Habscht,29,6611.759,4352,9184,2021,,,,,,,,,,,
Heffingen,6,7562.748,4202,12055,2021,,,,,,,,,,,
Helperknapp,18,6780.201,4632,8907,2021,,,,,,,,,,,
Hesperange,112,8879.9339999999993,6101,11224,2021,,,,,,,,,,,
Junglinster,21,7607.73,4753,9633,2021,,,,,,,,,,,
Käerjeng,53,6483.8770000000004,4563,8757,2021,,,,,,,,,,,
Kayl,103,7177.1469999999999,4823,8772,2021,,,,,,,,,,,
Kehlen,18,7778.4459999999999,4763,10876,2021,,,,,,,,,,,
Kiischpelt,2,7562.748,4202,12055,2021,,,,,,,,,,,
Koerich,6,7562.748,4202,12055,2021,,,,,,,,,,,
Kopstal,17,8661.8389999999999,5395,12743,2021,,,,,,,,,,,
Lac de la Haute-Sûre,0,7562.748,4202,12055,2021,,,,,,,,,,,
Larochette,17,5741.2510000000002,3899,7581,2021,,,,,,,,,,,
Lenningen,5,7562.748,4202,12055,2021,,,,,,,,,,,
Leudelange,14,8605.8739999999998,6225,11703,2021,,,,,,,,,,,
Lintgen,14,7926.1530000000002,5297,10002,2021,,,,,,,,,,,
Lorentzweiler,16,8488.527,6538,10552,2021,,,,,,,,,,,
Luxembourg City,590,10753.31,7631,14061,2021,,,,,,,,,,,
Mamer,38,8193.4779999999992,4728,10286,2021,,,,,,,,,,,
Manternach,2,7562.748,4202,12055,2021,,,,,,,,,,,
Mersch,56,6774.0720000000001,4342,9426,2021,,,,,,,,,,,
Mertert,29,6092.8190000000004,3778,8288,2021,,,,,,,,,,,
Mertzig,4,7562.748,4202,12055,2021,,,,,,,,,,,
Mondercange,39,7099.0249999999996,3770,9104,2021,,,,,,,,,,,
Mondorf-les-Bains,63,7091.2079999999996,5092,9488,2021,,,,,,,,,,,
Niederanven,2,7562.748,4202,12055,2021,,,,,,,,,,,
Nommern,4,7562.748,4202,12055,2021,,,,,,,,,,,
Parc Hosingen,12,5138.558,3565,6755,2021,,,,,,,,,,,
Petange,179,6347.4,3914,8415,2021,,,,,,,,,,,
Preizerdaul,3,7562.748,4202,12055,2021,,,,,,,,,,,
Putscheid,1,7562.748,4202,12055,2021,,,,,,,,,,,
Rambrouch,3,7562.748,4202,12055,2021,,,,,,,,,,,
Reckange-sur-Mess,3,7562.748,4202,12055,2021,,,,,,,,,,,
Redange,8,7562.748,4202,12055,2021,,,,,,,,,,,
Reisdorf,4,7562.748,4202,12055,2021,,,,,,,,,,,
Remich,29,6742.3549999999996,4260,8381,2021,,,,,,,,,,,
Roeser,57,8009.7449999999999,5745,9936,2021,,,,,,,,,,,
Rosport-Mompach,3,7562.748,4202,12055,2021,,,,,,,,,,,
Rumelange,37,5919.8990000000003,3882,8959,2021,,,,,,,,,,,
Saeul,4,7562.748,4202,12055,2021,,,,,,,,,,,
Sandweiler,24,7946.7430000000004,6232,9369,2021,,,,,,,,,,,
Sanem,119,6954.7740000000003,4595,9255,2021,,,,,,,,,,,
Schengen,27,6268.924,4286,8612,2021,,,,,,,,,,,
Schieren,11,6262.2150000000001,4177,8866,2021,,,,,,,,,,,
Schifflange,109,7864.6850000000004,5041,9977,2021,,,,,,,,,,,
Schuttrange,14,7301.4629999999997,4602,8980,2021,,,,,,,,,,,
Stadtbredimus,12,6542.1019999999999,3761,8678,2021,,,,,,,,,,,
Steinfort,15,7472.665,4480,10115,2021,,,,,,,,,,,
Steinsel,20,8216.0390000000007,4846,11269,2021,,,,,,,,,,,
Strassen,73,9998.3790000000008,6867,12472,2021,,,,,,,,,,,
Tandel,3,7562.748,4202,12055,2021,,,,,,,,,,,
Troisvierges,17,4571.3059999999996,3573,6489,2021,,,,,,,,,,,
Useldange,6,7562.748,4202,12055,2021,,,,,,,,,,,
Vallée de l'Ernz,8,7562.748,4202,12055,2021,,,,,,,,,,,
Vianden,7,7562.748,4202,12055,2021,,,,,,,,,,,
Vichten,6,7562.748,4202,12055,2021,,,,,,,,,,,
Wahl,1,7562.748,4202,12055,2021,,,,,,,,,,,
Waldbillig,6,7562.748,4202,12055,2021,,,,,,,,,,,
Waldbredimus,1,7562.748,4202,12055,2021,,,,,,,,,,,
Walferdange,54,8915.9349999999995,5900,12661,2021,,,,,,,,,,,
Weiler-la-Tour,7,7562.748,4202,12055,2021,,,,,,,,,,,
Weiswampach,33,4516.0010000000002,3498,5643,2021,,,,,,,,,,,
Wiltz,26,4318.5469999999996,2904,6132,2021,,,,,,,,,,,
Wincrange,5,7562.748,4202,12055,2021,,,,,,,,,,,
Winseler,6,7562.748,4202,12055,2021,,,,,,,,,,,
Wormeldange,18,5798.1880000000001,4003,7510,2021,,,,,,,,,,,
National Average,,7562.7479999999996,4202,12055,2021,,,,,,,,,,,
